Gene	Count
PLEKHG4B	10
ITGA5	17
LAGE3	0
FDX1L	0
CX3CL1	12
TNFSF15	2
TRIM21	7
WDTC1	9
ASF1A	0
CNTNAP2	18
IGKV1-33	0
GLI3	29
CD1B	5
HS3ST6	3
TMEM200C	5
MT1F	1
GPBAR1	9
SLC16A2	0
ASTE1	6
FCER2	4
DPM1	4
MYCN	2
FOXO4	0
CLEC1A	3
BMF	0
GDF1	2
LRRC72	0
KCTD13	4
OR10AC1P	0
DYDC1	0
SFR1	1
GP1BA	9
TGM4	4
SLC8A2	25
FLJ00418	5
CHSY1	10
MYH7B	24
BCL2L1	3
CHEK1	2
ZNF730	1
RP11-385D13.1,TRIM16	2
SMIM4	0
EIF3F	0
UGT1A4,UGT1A6,UGT1A3,UGT1A7,UGT1A8,UGT1A5,UGT1A1,UGT1A10,UGT1A9	5
GFM2	0
FAM20B	5
TRAJ28	2
CYP21A2	2
TIMM10	1
SCO1	5
CRELD1	13
ALDH3B1	6
GPR88	1
CACNA1D	20
SERPINA5	1
BTBD10	1
DDX3Y	0
KLHL41	1
SRXN1	1
FCGR1B	0
RP5-1021I20.4	1
WNT4	3
SMOC1	3
PTGR1	7
ANKH	7
SIGLECL1	2
FIGLA	1
MINOS1	1
XXbac-BPG181M17.5,HLA-DMB	3
IGKC	0
OR10S1	3
CA11	2
SLC19A1	10
HES2	0
RFWD3	6
AP000695.1	0
SYT11	4
FAM187B	6
STAT4	4
ZNF311	5
GVQW1	0
NHP2	1
RP11-433C9.2	2
DIRC1	1
NUDT19	4
GPR83	3
OTUD4	7
LILRB2	7
DRD4	4
CLSTN2	17
PRR21	2
KRTAP4-11	0
NR4A3	6
CDHR5	25
CPEB4	5
ZNF44	8
RLN3	3
TRAK2	4
SLC16A1	7
AC104841.2	0
PCDHB10	8
CXCL5	1
NANOS3	3
TRAJ9	0
PRR16	2
ARID1B	22
ZFP57	4
HYLS1	3
GPR37L1	10
IGLV10-54	2
PEBP4	3
ZCCHC3	10
NPY1R	1
TXNDC2	7
SRPK3	0
RP11-298I3.5,AJUBA	0
EXOC8	9
SP6	11
UPP2	2
MUC21	8
KRT74	10
HTR1D	2
GOLGA8J	0
ZRANB2	2
CTXN1	2
OR51V1	2
SLC9A5	11
ABHD8	9
TPM4	1
ZNF728	2
CHST11	0
ASPM	11
ASZ1	5
PRKCQ	1
PRRG1	0
SLC38A6	5
PEX26	2
CDH1	13
SLC35F4	2
UXT	0
LPIN1	10
PIAS1	4
GSTA2	3
AC092687.4	0
ASCC3	18
HSD17B6	4
COG8	2
MED11	1
ZNF776	5
CMIP	2
NOS3	19
ANP32E	2
IGKV5-2	0
MYZAP	1
XXcos-LUCA11.5,CYB561D2	1
AADACL4	4
MYLK4	1
ZNF605	2
ZNF808	0
SLC16A13	8
BANP	8
SUMO1	1
C11orf91	0
LSMEM2	2
CCDC77	5
AC002553.1	0
TTPAL	0
MPC1	3
BANF2	1
C16orf52	0
C3orf33	1
RBP2	3
ALDH7A1	6
PIGS	6
DMKN	21
ANGPT4	5
IMPACT	1
CSN2	0
ECHDC3	8
ACE	23
SLC5A7	8
PDE10A	7
PTGDR	6
MMP27	6
HGD	9
MSS51	3
ZNF765	3
C8B	11
LDHB	3
SP140	9
CASC10	4
FBXL14	14
TFB1M	1
RPA4	0
FRRS1L	8
FOXQ1	5
AC024940.1	0
CAPRIN1	8
AL163636.6,ANG	1
IRX1	9
TFDP3	0
TCTEX1D4	1
MED29	4
STRN4	12
SNX4	3
ADRA2A	5
RPL27A	4
STK35	6
OSTM1	3
AC104809.3	2
R3HDM2,RP11-123K3.4	1
ANKUB1	0
IL1RL2	6
TAS2R3	5
HOXB2	7
DHPS	6
ZNF566	5
IL17RB	1
HMGN4	3
SRSF4	7
ZBED2	2
PCSK1	8
GOLGA8G	0
GEMIN4	11
TRAJ34	0
CDC16	2
RASIP1	7
RP2	0
NT5C3A	3
RCHY1	3
RNF10	10
TRIM41	11
KRTAP9-8	0
OR1J2	1
PIK3C2G	7
BUB1B	4
LCA10	0
APCDD1L	9
AC099552.4	0
TMEM102	2
KIAA1239	7
LBX1	2
PSPC1	2
HOMER1	3
DGKH	12
RFT1	4
ARL14	3
NSMCE1	3
TUBB3	9
TUFM	4
APOC4-APOC2,APOC4	2
TICAM1	11
FAM189A1	2
ID3	3
NT5DC3	2
SPINK5	19
GUCA1C	2
OR9A4	1
HBG1	0
WBSCR22	2
NAF1	4
EEF1D	12
NUP35	8
HYOU1	12
TPM3	0
GJA4	6
USP19	14
LPP	20
DDX5	12
OFCC1	1
GDA	4
FOXJ1	6
ACTR8	10
C20orf141	2
SPDL1	1
IGF2	3
CYP4A22	4
RFC2	2
MRPL37	3
RRAS2	1
FAM221A	4
ASAP3	14
KIF21A	9
CHGA	6
GNB3	3
TMEM14C	3
RBBP5	2
SLC22A17	9
DSC1	10
CCDC74B	0
ACCSL	5
FAM219B	1
RGS17	0
AC104534.3,HNRNPL	0
HAVCR1	2
FBXL2	0
CD48	3
IGF2BP3	4
PWWP2A	8
GOLGA8F	0
EXPH5	15
CRHBP	2
AHNAK2	92
SSX5	0
GCN1L1	18
DDX27	14
AC011897.1	0
ERCC5	5
TLDC1	14
PHF20L1	6
KDM3A	12
SLC25A21-AS1	0
PRDM1	12
ABHD16B	5
ASTN1	15
ZNF19,AC010547.9	1
IPO9	7
SCN2A	16
MFAP3L	3
TRMT61A	2
NYX	0
MNAT1	0
PNPLA2	11
MASTL	4
FASTKD3	2
FAM122A	3
STMN1	0
USPL1	4
AFG3L2	8
ADAT1	6
SBK2	8
GCM2	6
OR10A4	2
DPP10	10
ZNF786	16
RIMKLA	4
CETP	7
HOXD10	1
INPP4B	9
NR2F1	1
TBC1D22A	6
C5orf24	3
TUSC3	9
TRAJ44	0
EP300	40
HIST1H2BK	1
PLA2G4B,JMJD7-PLA2G4B,JMJD7	0
RHEBL1	1
RNF103,CHMP3,RNF103-CHMP3	0
MRPS12	4
LRRC8A	6
CTD-3074O7.11	0
MAFA	1
BBS5	0
CYP3A5	2
CD40	3
CACNA1F	0
B3GALT2	7
UQCRC2	2
KIT	10
RP11-315D16.2,CLN6	1
PIGU	3
SYCE2	0
SPOCK1	5
AC135048.1	0
RXRB	2
KIFC2	22
EPT1	1
LEMD2	3
RPS4Y1	0
CSTB	2
SERPINE1	0
ELP2	8
CLIP3	7
PRODH	2
ASMT	0
TRABD	4
VPS28	1
RHOB	4
RARS	6
TSKU	8
CLDN5	5
TMEM201	8
RP11-15E18.4	0
DNAH6	5
FOXL2	9
ERBB2IP	9
C21orf54	0
TINAG	4
CYTIP	3
SLA2	1
OR10T2	1
FSCN1	14
RP11-318A15.7	1
WIPF2	8
SYMPK	10
SUPT16H	3
LARP1	14
UBE2C	2
ICAM2	2
LMAN1L	12
PHYHIPL	1
DNAJC25	3
ELP4	4
MIPOL1	0
SERGEF	9
TMEM120B	2
ADAMTS1	16
FAM3A	0
GDPD3	2
KIF22	10
PRMT2	2
TMEM63A	3
OR2A4	0
OR6C74	0
EFCAB11	1
TRIM50	9
ALDH9A1	9
MTIF2	5
TMEM44	6
DDAH2	8
HIST1H2AD	0
KPNB1	5
HOXC4	5
C1orf27	1
LNP1	0
CABP7	4
FAM208A	6
GBE1	5
ZNF326	5
ZDHHC22	3
PLCG2	19
SLC28A3	8
OR13C2	1
AKAP1	14
HIC1	15
ECM2	10
PPP1R15B	11
IL17D	3
C8orf59	0
BAHD1	11
CXorf22	0
OR6Q1	1
CRISP2	0
ERRFI1	6
RFX4	6
OR2A42	0
LACTBL1	3
PKLR	9
FAM198A	3
GPR31	7
DNAJC4	1
WIBG	7
CARD8	4
SYT8	8
RHOQ	9
SBDS	4
MYOZ1	11
ZSCAN10	13
GAGE13	0
BCL2L13	4
RP11-407N17.3,CTAGE5	0
EFNA4,EFNA3	0
ATRAID	1
FLJ20373	0
TSPAN10	10
CCL11	0
RBM11	2
OR8K5	5
CTD-2587H24.4,DNAAF3	2
SYT16	5
S100A12	1
MMD2	2
CGB5	0
PRUNE	1
IPO11	3
PIK3R5	6
ZNF630	0
NOL6	15
PCDHB6	8
MYL4	3
POTEG	0
NDC80	2
KRTAP10-8	0
ATP5H	1
DDX39A	4
ZNF212	10
SDK2	26
AC126614.1	0
C7orf50	3
INSL5	2
SLIT1	20
C6ORF50	0
STK32B	9
IFNL2	1
CRIP2	5
DDX4	4
DKFZP761J1410	4
DPRX	0
SFMBT2	7
OLFML3	1
PHKG2	5
MRPS26	2
NECAB3	6
ACACB	31
TRIQK	0
GPR55	1
TRAJ3	1
GRAP	0
DGCR6L	2
SHROOM2	0
C1GALT1	2
ZNF221	11
DHDH	7
ZCCHC18	0
PPAN-P2RY11,PPAN,P2RY11	6
BOD1	0
OR2L13	4
RTN4IP1	8
RSG1	3
TMEM205	0
NUP85	7
TNFSF12-TNFSF13,TNFSF12,TNFSF13	4
CLDN8	2
TBR1	10
MAMLD1	0
USP9X	0
NMUR1	8
AL590452.1	0
HRK	0
OR1L6	2
NRXN1	28
JAG1	22
TRPV4	14
SLITRK3	9
RALYL	5
C16orf46	3
GDF5OS	0
TTC21B	11
CCR8	1
SMCO2	1
PALM2-AKAP2,AKAP2	7
TTC23	2
AC007204.1	0
RIC3	4
HEPH	0
PCID2	1
RGS7	3
RP11-683L23.1	0
PCLO	33
B3GNT3	8
HNRNPK	5
OR4X2	4
SERP1	1
SPHAR	0
SEC22A	5
SFRP4	1
BAZ1A	7
ACTL9	6
ZC3H6	14
NBAS	22
FAM179A	6
BCDIN3D	2
IL27RA	4
RAB6B	2
SCD	5
WDR92	4
DIAPH2	0
CTXN2	1
NBL1	1
PCCA	8
MED13	17
BTD	5
SCGB3A1	1
RILP	7
C17orf107	2
PROX1	5
TSC1	8
KRTAP5-9	0
HS1BP3	5
CS	3
AGMO	3
MC2R	2
MPP5	4
INCENP	6
PPP2CA,CTD-2410N18.5	0
COL8A1	28
KIAA1524	1
AGXT2	11
TMEM252	3
FAM117B	10
ATP8B2	11
PAPPA2	23
SPRR2E	0
HUS1	1
KLHL40	6
LHFPL4	4
OR5M10	4
TCF7L2	5
UBQLN3	11
ARHGEF18	1
ZSWIM6	3
ASB15	4
LRBA	20
UBXN2A	2
VSTM2B	4
NPY2R	8
DNASE1L2	7
MRPL34	4
CPB2	4
ABHD3	5
ZSWIM2	6
CD14	4
ASB4	3
SUDS3	1
RPL18A	2
XRCC1	4
TFR2	11
SPECC1	15
LRRC34	3
GML	0
SEMA5B	26
HSPA1B	0
SPANXN2	0
TNFRSF14	6
VIP	0
FBXO40	5
NAALADL2	6
LRRC56	16
C5orf22	2
KANSL3	7
ACTR3	1
ZNRF4	3
CSNK2A3	0
FAM96B	0
PDGFRB	13
CYP20A1	2
C8orf58,AC037459.4	3
TSR3	3
PLXNA2	28
RTEL1-TNFRSF6B,TNFRSF6B	0
HTR2C	0
USP46	2
UST	9
SMIM2	0
SMAD1	3
GCC1	6
DEAF1	4
TMEM25	6
MOB3A	3
VSIG10L	2
WBP2	5
EXOC3L1	8
KLHL25	12
PCNXL4	12
FUT8	4
ZNF878	2
NDUFB11	0
C15orf26	2
GLOD5	0
PIEZO1	16
CPSF1	20
SSBP1	0
VAV3	4
ALG9,FDXACB1	6
GLIPR1	3
ACR	7
OR9Q1	4
BIN1	7
TLCD1	4
OR52K2	3
SIGLEC8	0
GPR97	11
C21orf37	0
CA5A	8
TRIM28	18
ACTN1	2
TMEM43,RP11-434D12.1	1
OCEL1	4
RAMP1	0
PACS2	7
CALR	11
OR7G1	2
CBX4	11
KLRC2,NKG2-E	1
HDAC7	14
PKP1	8
SAMD8	5
LRP2BP	2
NCKIPSD	6
MSTO1	0
DYNLRB2	0
TESK2	8
DLEC1	15
FBP1	3
RP11-817J15.3	0
AMER3	19
RASSF2	2
MAGOH	0
ABHD13	2
CACNA1H	61
ANKRD10	10
NR4A2	6
CD37	2
ICOS	5
TTLL2	6
CD55	2
FOXN3	8
PHRF1	27
NANS	5
COBL	9
CDR2L	1
SVOPL	4
PARP3	6
MFAP4	5
ZNF582	4
INF2	8
ARF1	3
GPR143	0
SIKE1	0
OAF	2
SCAF1	14
BOD1L1	35
FLJ20306	0
BANK1	4
N4BP3	12
PRSS16	4
APLP1	9
S1PR2	4
GOLGA8I	0
AHI1	7
ACVR1B	4
PAPSS1	3
RPL13A	1
EXOC3L4	3
ASRGL1	4
SERPINE3	3
IRF4	6
MMS19	0
OR2M5	1
HOXA10	7
TMEM8B	9
DCTN1,RP11-287D1.3	0
PDZK1IP1	1
EDEM1	3
TRIM69	4
CBX8	15
ATOH1	6
RCC1	7
FAM127C	0
ABCB1	10
YIPF6	0
C11orf31	1
COPG2	1
NKIRAS2	1
CCL28	2
SAMD11	20
PNPLA6	25
CEP120	4
HEMGN	2
REL	3
RGS2	0
C7orf73	0
RHPN1	13
IL17RE	4
C2orf70	2
SERPINF2	7
SNX17	8
SKA3	1
FAM178A	5
SEPT6	0
FPGT-TNNI3K	2
A2M	9
BAK1	2
SHC2	7
RTN1	8
DMBX1	5
MCM8	5
ALAS2	0
IFNA4	0
OR8J3	2
SLC13A5	9
ARMS2	2
LCORL	1
TRA2B	3
CBWD1	0
ARPC3	0
SS18L2	1
DPYSL3	11
IL20RA	2
HTR6	7
PKP2	11
RPS27A	1
ZNF473	9
PLEKHO1	1
EMC10	9
ZNF81	0
LEFTY2	5
TARS2	9
DDX31	13
EFCAB5	10
ANKRD13C	4
BARHL1	3
SLC1A5	5
PLIN1	6
INPP5J	12
ZNF428	3
PKD1	92
MOG	1
PRSS36	7
FAM171A2	2
WNT3	3
WFDC2	2
BTN2A2	4
MUC22	5
RAI2	0
NAA35	1
QARS	3
CTB-96E2.2	3
HS3ST1	6
ATP6V1G1	0
E2F5	1
SLC24A1	12
ZNF510	4
CPXCR1	0
PLA2G4B,JMJD7,JMJD7-PLA2G4B	0
FOXD4L1	0
GTSF1	0
MT1G	0
ZNF174	4
SLC16A9	6
RP11-234B24.6,NDUFA9	1
LRWD1	9
LCE6A	0
PRAMEF10	0
TMEM147	1
GRIK1-AS2	0
IRX4	5
IGKJ5	2
RNF182	4
GDF2	9
CTD-2140B24.4,ZNF10	1
CTAGE9	0
RNF214	5
ABTB2	14
PABPN1L	5
ATP1A4	10
PTPRG	13
PCDHB16	9
CDK15	1
PHOSPHO1	3
HMGA1	1
SPATA16	1
IDE	5
STXBP3	2
LRRN3	6
RP11-295P9.3	0
VCX	0
RPL17	0
FLNC	60
TTC30A	8
LAMC3	25
MTRF1	1
OR52E2	0
KRTAP9-1	1
EZR	2
AWAT1	0
FAM177B	2
KBTBD13	12
GNAO1	4
KLHL13	0
ZNF34	7
MRPL55	1
RP11-383H13.1	3
HEXIM2	4
LIPM	3
TBC1D29	0
MTAP	1
ARL1	0
CCR10	3
UTP6	3
TM4SF2,TSPAN7	0
C12orf4	0
RBM41	0
OTP	7
C10orf85	0
PPM1L	2
HRC	17
TRABD2A	6
ZDHHC12	3
C1orf109	0
GPS2	6
GCM1	5
LPCAT3	2
RNFT1	1
FTL	1
FAM209B	2
TANC1	18
ATAD3B	7
PRPF40B	3
TM9SF1,RP11-468E2.2	3
CAMLG	7
PLCXD2	2
ARHGEF5	2
KIRREL	7
C21orf128	1
C3orf55	0
TNMD	0
DNAAF2	5
CD3EAP	7
TAS2R10	3
NTAN1	0
FAM169A	6
WDR48	6
EPHB1	10
MCC	7
TMEM65	3
MRO	2
PES1	2
TRBV5-5	0
COG3	2
SH3BGRL	0
FAM49B	1
CAPN10	7
CR1L	5
SORCS2	20
FAM200A	1
MEMO1	2
RRP1	7
LAMP3	2
AC074091.13	1
ZNF76	9
KRR1	0
PHKA1	0
C2orf73	3
MUSK	5
S100G	0
WDR77	1
IER5	6
SHB	3
SIK1	15
RP11-468E2.6	1
AUP1	4
KDM8	5
NDRG2	4
DIO2	3
RWDD4	0
AL645730.2	1
EXOC7	3
ITGA1	6
RBM20	4
FAM110C	1
PSMD12	3
OR8J2	1
HELB	6
PTPDC1	2
TOR2A	4
RPL17-C18orf32	0
MTIF3	0
RPL9	0
SLC38A7	10
EEPD1	3
C2CD4D	3
ARSI	16
ZNF704	4
FEV	3
VCX3B	0
CISD1	0
RPS21	5
PALB2	6
ZNF557	5
CYP3A7	3
AFAP1L1	9
FAM181A	11
HDGF	2
PREP	11
CST5	1
PDZRN3	9
ARL16	9
KLHL30	8
RBM5	5
SOX7	13
OTUB1	3
PPIE	4
KIAA0947	14
PER3	12
LRTM2	8
PRRC2C	17
PTPRH	13
CST2	2
SFXN1	2
EDAR	4
SLC35G1	4
LRRC28	3
EIF2B4	7
KLHL31	5
TTYH2	6
FAM96A	1
SEL1L2	5
PRR14L	10
TRAM2	1
POFUT1	3
TMEM53	1
PDIA5	7
RAB19	1
OR51L1	1
C11orf89	0
UGT2A2	1
RNASEH1	9
IFIH1	6
AKR1C4	3
INS-IGF2	2
GPD1	7
COX7A1	1
D2HGDH	8
C10orf128	1
RNF217	3
RP11-302M6.4	0
ZNF256	0
ZACN	6
UBE4A	3
NAE1	2
AL109659.1	0
NAA50	0
ZCCHC9	4
CAMK4	5
PYCRL	6
SPPL2C	13
KRTAP20-4	3
CEBPZ-AS1	0
KCNK6	5
WFDC10A	2
NPR1	9
KAT7	1
CCDC109B	1
TFF2	2
TRIM37	11
ACOT1	0
ATG2A	24
S100A9	4
RP11-6L6.2	0
DHRSX	0
TMEM56	1
ZNF449	0
ECHS1	5
MCRS1	8
ADGB	3
AC074212.3	0
EPHX4	3
SCARB1	7
SEMA4F	17
WDFY4	16
PRAMEF13	1
SLC15A1	5
MDGA2	9
RTN2	9
B4GALNT3	11
SLIRP	1
POLL	5
BARHL2	3
FMN1	8
NMUR2	2
CTAGE5,RP11-407N17.3	9
FAM180B	2
GFOD2	8
TRGV10	0
TOE1	5
LRP5	25
CCNF	6
PPP1R32,RP11-286N22.8	0
ZNF611	0
ZDHHC20	1
TRIM43	0
PSMG1	1
LCK	3
MEX3B	10
SPIRE2	8
S100A11	0
SRPX2	0
NSUN2	9
TTL	5
KIAA0753	4
SLC26A9	9
EPC1	4
USP6NL	6
TTR	1
WNT9A	5
OSCAR	2
MICALL1	8
UFSP1	8
LIPA	5
FAM105A	3
KIAA0922	16
GUSB	7
GH2	5
OR1S2	5
ARPC5	3
NEK2	5
CKMT2	4
GTF3C6	1
EXOSC7	2
ZBTB11	2
DDX53	0
SLC6A3	11
SCGB2A1	2
SLC35E2	0
ANKRD61	0
ILK	4
OR10A5	0
ZNF551	6
SAMD4B	10
FMNL2	7
DNAJC14,RP11-762I7.5	2
IGLV5-52	2
CNPPD1	6
HLA-DRA	0
STK24	5
WI2-3308P17.2	0
OR6C2	2
FXYD7	2
IGKV2D-26	0
CASP2	8
JAK1	8
ASB13	2
NDUFS5	1
FAM65A	9
SPATA17	0
NUP214	22
DEFB118	1
BID	0
OR10Z1	7
MRPS35	0
CCL1	1
NELL1	9
SLC26A7	4
PLEKHG1	11
OTOG	4
CDKN2B	4
ZFC3H1	11
KRTAP4-9	0
MTG1,RP11-108K14.8	3
HCK	4
CHM	0
NUTM1	25
PHACTR1	1
PLCD1	6
CYC1	7
AC103809.2,KIF19	0
VSNL1	0
TINF2	4
TMEM81	4
ZFP41	3
OR4A16	3
C16orf96	9
N6AMT2	4
MYO1C	12
NRBF2	2
MACROD1	5
PRICKLE1	7
GYG1	4
IGKV2D-30	0
ZNF22	2
HEATR5B	15
ZNF263	10
C3orf62	1
NT5DC4	2
ITIH2	6
AC026310.1	1
LHX9	5
NUDT3	2
TAB3	0
TIMM17B	0
CASQ1	7
SART1	5
RABEP2	8
CSNK2A2	0
TTC36	1
CES1	0
ZNF585B	5
OPRD1	8
TIA1	8
VMO1	5
FOXL1	7
RABL5	3
TJP3	27
PCDHGB6	5
PCDHA6	14
TBX6	7
IP6K3	8
C5orf55	2
HK3	23
AC136604.1	0
DFNA5	0
DDX50	11
PVRL2	5
AVL9	6
TIGD5	14
LAPTM4B	2
RASGRF2	11
METTL21B	1
RP1-66C13.4	0
TIMM50	9
KDM2A	7
NANP	4
LPAR6	3
RADIL	19
ERO1L	3
CALML6	0
GRIN2C	11
EPB41L5	3
OPCML	4
TMEM50A	2
PINX1	2
ZSCAN32	11
VWA8	17
ERCC4	5
CMTR2	3
C1orf145,OBSCN	0
SLC48A1	1
NTRK2	13
LHFPL1	0
TRPV5	13
HINT3	1
AFAP1L2	4
SMC1A	0
TEX26	3
PSG11	3
FAM102B	2
AGBL1	11
RBFA	2
ATR	11
VGLL3	4
SNED1	24
OR10H1	0
UNC13A	13
LAMP5	1
PIP5K1A	0
F11R	5
GPRC5D	0
CAMK2N2	2
ZNF843	4
FABP5	1
AK1	0
OTUD7A	16
RNF113A	0
SLC13A4	5
GABRQ	0
FZD1	12
DIEXF	3
FAM153A	0
NAALAD2	7
SPESP1	0
DNAJC15	1
ANXA13	6
COL9A2	9
GRXCR1	6
C17orf77	2
RIPPLY1	0
NSG2	2
YARS2	11
CRB1	18
TRIM45	5
CFDP1,RP11-77K12.1	0
ATP6V1B2	4
DTD1	4
CCL3	0
TYRP1	7
SEMG2	8
BACE2	2
RNF5	4
CCNB2	2
MYD88	1
FAM197Y1	0
SCNN1G	4
EMC1	11
GGA2	4
CPO	8
WBSCR28	1
PGF	3
ZMYND15	10
USP17L10	0
ZADH2	7
RPL35	0
KRTAP21-1	5
KBTBD2	3
RP11-770J1.4	0
TPP1	10
LANCL1	8
ELMO2	1
C7orf55	1
UNC13B	6
TCF15	1
LSM7	1
C20orf26	6
DEC1	1
PYDC1	0
KANSL1L	3
C11orf54	1
ATXN7L3	2
CCL22	2
CYP11B1	4
ERMP1	9
SOWAHA	7
AKT1	7
FMO1	5
CBLL1	3
MTX3	1
PNMA5	0
DYDC2	2
UTF1	4
SLC35B1	3
IL1F10	3
PSMA5	2
NRP2	12
PTPRE	8
CHAD	4
SCGB2B2	0
C14orf166	0
SLC30A1	6
LUC7L2,C7orf55	2
EXOSC8	0
KY	7
ANKS1B	12
CBWD6	0
TNP2	2
RP11-10J21.3	0
IL5	0
KIAA2018	12
SHQ1	2
EIF3A	11
P2RX3	1
DMRTB1	6
EIF4E2	0
CD72	4
CXCL10	0
HSD3B1	6
ZNF441	1
NCK2	6
TRAJ39	0
NEUROG2	8
THOC3	1
ENPP7	5
ZNF195	5
FRAT1	2
PLEKHG7	2
ZKSCAN1	8
PALMD	5
JMJD4	6
ZKSCAN7,RP11-944L7.5	0
SUN5	4
FLJ45079	0
B9D2	10
OLIG3	4
CD1D	7
OR51I2	6
VMAC	0
ZNF792	10
TRPC4	4
EGR4	15
ST3GAL1	4
TARM1	1
HIST1H2AA	8
SEC14L5	12
TRAJ32	1
MAP7D3	0
OR2A25	7
SND1	11
AP000275.65,C21orf59	3
MYNN	1
C4orf26	1
ATG9A	11
DCN	2
BCKDHA	0
AMY2A	1
MARCH3	3
ZNF207	3
PTPRB	22
SCN4B	3
C21orf119	0
NAGK	8
THEGL	1
MYOD1	7
AMBP	8
IGKV1D-17	0
DRAP1	3
FKBP4	3
EML5	9
LURAP1L	9
C5orf27	0
CTD-2267D19.3	0
CPAMD8	25
RP11-552F3.12	0
CASP1	0
VAT1L	5
SON	18
ATP6V1F	1
DNM1L	4
RCSD1	2
STARD5	0
GATAD2A	8
NPHP3	13
PLXNC1	14
STAT3	6
HOXB6	1
TMEM125	7
BHLHA9	0
HCCS	0
DPPA2	1
COMMD3-BMI1	0
ADD3	5
RFPL2	3
MBNL2	0
PRR24	2
RNF167	3
SLC35E3	2
TMEM161A	7
THAP11	4
SPAM1	3
SNX25	5
GPR12	2
KCNC3	7
AC087645.1	2
FOXP3	0
HAUS2	0
DTWD2	1
AXIN2	11
ZNF321P,ZNF816	0
ADCY5	13
COG2	5
ZNF266	4
LDOC1	0
TMEM117	3
DFFB	3
ASTN2	16
SLA	3
METAP1D	1
SPTLC1	5
ZC3H10	10
LHB	4
FBXL15	2
ARHGEF6	0
SNRNP70	8
TRAV35	0
GPAA1	12
LYRM4	0
RP4-559A3.7,PYCR2	3
CCSER1	6
ARAP3	24
GGPS1	1
ABCC8	14
ITGBL1	6
VCAM1	6
FBL	18
CCT2	3
ARHGAP42	2
GNA15	5
NAPRT1	8
AC106873.4	0
OR2B11	4
CTAG2	0
HNRNPAB	11
HAO1	8
TMEM89	3
EBPL	4
RNPEP	7
KISS1R	3
NAT2	6
IFITM2	0
TFF3	0
CXorf31	0
VEPH1	9
KRTCAP2	2
SPC24	2
FAM134A	6
UNC93A	7
FAM73B	9
TAF1L	20
GTPBP3	7
TMEM156	1
RPS6KA1	11
LAG3	11
SAMSN1	6
CAPN8	3
AFAP1	5
DCD	3
RWDD1	0
COQ10A	1
C22orf46	0
GLRA4	0
ZNF135	9
FITM2	5
C4orf33	1
ZKSCAN4	7
TSPAN31	3
CRIPT	0
ZNF526	8
POU4F2	8
ZNF354C	5
CEA,CEACAM6	0
RHBDL2	4
LSM10	3
PSMA4	1
ZNF17	6
CIB2	1
PQLC2	6
IGHV3OR16-12	0
BEX2	0
RGPD3	0
GOLGA7B	0
UBQLN1	2
AP4M1	9
AP000721.4	1
TEX37	0
MUC8	0
RP11-410N8.4	0
C19orf52	2
NMU	1
RP11-861L17.3	0
RP11-62N21.1	0
NAP1L3	0
UAP1	8
HIP1	6
BBS1,CTD-3074O7.11	5
DPP3	13
ARMCX4	0
QTRTD1	5
RALGAPB	7
ARHGAP24	6
OR10G7	1
KANK4	15
NFU1	2
RP11-399J13.3,ARL2	0
TSNARE1	6
IMPG2	10
MPPED2	3
KLK4	7
EMR2	5
POLD1	21
CBR4	2
TRIAP1	2
GALE	7
NCOR2	40
RGS9BP	3
TTC7B	10
BAX	4
SGK1	3
PRKAB2	2
RBM10	0
ZNF77	11
OSGEP	4
LPIN2	10
CD33	0
GTF2A1L	0
CLEC2A	1
IRGM	3
RNASE8	1
CSGALNACT2	8
TANGO6	6
MBNL1	2
JADE1	8
ACOT8	5
FAM53B	4
TRGC1	1
C6orf136	6
KIAA1551	11
PDP1	6
SMAD5	2
PRRG3	0
LRP8	12
RP11-998D10.1	1
CUTA	2
SNRPF	1
ARL13B	8
SSH1	8
ARHGAP30	17
CUBN	63
PRKAB1	2
SPTLC2	9
LRRC29	0
EI24	0
IBA57-AS1	1
SEPT2	6
IGSF3	15
RBAK	8
CDHR3	10
FLYWCH2	5
TBC1D21	5
CYLD	8
FAM215A	0
FBXO47	1
SLC9B2	11
ZNF479	0
DPY19L2	8
INTS8	5
REG3G	1
FAM220A	6
RETN	3
KRT15	16
LINC01118	0
REST	14
C21orf90	0
MPV17	1
FAM196A	3
OPTC	2
CTD-2192J16.24,MAN2B1	0
CYP4F12	0
PORCN	0
BLMH	0
SIL1	5
ATF7,RP11-793H13.10	2
RSL1D1	4
FANCG	4
ZPBP	4
LRP11	4
TMED10	2
EFR3B	2
PHACTR4	1
PRDX1	3
RASGEF1A	7
SSC5D	7
FGF7	2
VCL	5
LINGO1	7
NPS	1
C1orf229	0
TMEM132E	15
MIB2	19
ARHGAP20	9
ZNF654	1
TCEAL4	0
EMC7	6
RNF7	1
IGFL4	1
FOXF2	7
PIK3C2B	13
TMEM234	1
RRP15	1
AC091150.1	0
PAX3	6
FCRLA	4
RNF125	0
TTC39A	3
SETDB2	3
RNASE10	3
BPI	6
CARD6	4
RP11-691N7.6,C11orf31	0
PLEK2	5
C12orf42	4
AC002472.13	3
EGFL6	0
SMIM1	0
PROK2	0
NAMPTL	7
ZFP28	10
CFHR2	0
CSTF2	0
TRIM11	10
ZNF146	1
PIN4	0
ZDBF2	13
XKR9	2
INPP1	4
TRBV9	0
SPINK9	1
SRGAP2	2
CALCB	1
AP000783.1	0
TBL1XR1	3
